"Family","Species_number","Species_name","English_name","Clutch_size","Egg_mass","Mating_System","mass","wing","tarsus","bill","tail","Gender"
51,2223,"Scotopelia peli","Pel's Fishing-Owl",2,61.5,NA,2188,426,75,57,226,"Female"
51,2226,"Nyctea scandiaca","Snowy Owl",6.67,63.5,NA,1961,448,56.6,46.1,231,"Female"
51,2230,"Strix aluco","Tawny Owl",2.5,39,2,486,278,48.3,32,162,"Female"
51,2232,"Strix occidentalis","Spotted Owl",2.13,46,NA,663,328,61.6,37.7,209,"Female"
51,2233,"Strix varia","Barred Owl",2.41,47.2,NA,632,332.8,NA,25.1,230.3,"Female"
51,2237,"Strix uralensis","Ural Owl",2.89,48,2,870,363,53.9,40.4,271,"Female"
51,2239,"Strix nebulosa","Great Grey Owl",4,52,2,1186,452,55.1,43.2,289.5,"Female"
51,2244,"Strix woodfordii","African Wood-Owl",2,38.6,NA,300,249,46,31,153,"Female"
51,2285,"Ninox strenua","Powerful Owl",1.85,56.5,2,1252.5,392,56.4,44.7,243.4,"Female"
51,2286,"Ninox connivens","Barking Owl",2.3,39.3,2,591.8,298.4,42.9,32,164.1,"Female"
51,2289,"Ninox novaeseelandiae","Morepork",2.5,22.2,2,214.3,210.6,37.2,23.5,119.7,"Female"
51,2306,"Asio otus","Long-eared Owl",3,23,2,278,299,39.9,28.9,142,"Female"
51,2311,"Asio capensis","Marsh Owl",2.5,26.2,NA,330,298,57,30.5,156,"Female"
53,2321,"Podargus strigoides","Tawny Frogmouth",2.08,25,2,298,258.1,28.5,38,188.6,"Female"
53,2322,"Podargus papuensis","Papuan Frogmouth",1,26,2,341,280.8,29.7,48.4,269.7,"Female"
60,2441,"Columba trocaz","Trocaz Pigeon",1,26.2,NA,NA,244,35,19.9,173,"Female"
60,2732,"Ducula spilorrhoa","Torresian Imperial-Pigeon",NA,22.6,2,441.1,NA,NA,NA,NA,"Female"
60,2736,"Hemiphaga novaeseelandiae","New Zealand Pigeon",1,26.1,2,651.8,260,NA,16.7,189.3,"Female"
62,2746,"Tetrax tetrax","Little Bustard",3.5,41,NA,NA,249,66.1,23,95.4,"Female"
62,2747,"Otis tarda","Great Bustard",2.5,143,NA,3816,486,125,30.8,214,"Female"
62,2748,"Neotis denhami","Stanley Bustard",1.5,126,NA,NA,515,142,74.17,275,"Female"
62,2752,"Ardeotis arabs","Arabian Bustard",2,115,NA,NA,496.67,153,70.08,281,"Female"
62,2753,"Ardeotis kori","Kori Bustard",1.5,158,NA,5890,628.77,190.08,88,312,"Female"
62,2754,"Ardeotis nigriceps","Indian Bustard",NA,145,NA,2800,539.45,162.73,62.55,NA,"Female"
62,2755,"Ardeotis australis","Australian Bustard",1.71,136,NA,NA,503.6,162.8,NA,219,"Female"
62,2756,"Chlamydotis undulata","Houbara Bustard",2.5,68,NA,1360,359.23,86.23,34.36,192,"Female"
62,2758,"Eupodotis gindiana","Buff-crested Bustard",NA,46,NA,NA,250.08,76.75,30.83,NA,"Female"
62,2759,"Eupodotis ruficrista","Red-crested Bustard",1.5,49,NA,NA,254.45,76.36,32.59,130,"Female"
62,2762,"Eupodotis rueppellii","Rueppell's Bustard",NA,53,NA,NA,313,80.4,NA,NA,"Female"
62,2763,"Eupodotis vigorsii","Karoo Bustard",1.5,64,NA,1352.8,312.29,82,34,151,"Female"
62,2764,"Eupodotis humilis","Little Brown Bustard",2,33,NA,NA,245.13,63.1,29.05,109,"Female"
62,2766,"Eupodotis caerulescens","Blue Bustard",2,60,NA,NA,330.75,94.25,28.25,151,"Female"
62,2767,"Eupodotis melanogaster","Black-bellied Bustard",1.5,73,NA,925,319.3,129.7,40.12,157,"Female"
62,2769,"Eupodotis bengalensis","Bengal Florican",NA,72,NA,NA,343.43,142.86,35.79,NA,"Female"
62,2770,"Eupodotis indica","Lesser Florican",NA,46,NA,NA,231.73,98.18,35.86,NA,"Female"
63,2771,"Balearica pavonina","Black Crowned-Crane",2.5,137,NA,NA,NA,NA,NA,NA,"Female"
63,2772,"Balearica regulorum","Grey Crowned-Crane",2.52,152,NA,3772.5,NA,NA,NA,NA,"Female"
63,2773,"Grus leucogeranus","Siberian Crane",NA,197,NA,5283.3,594,268,178,206,"Female"
63,2774,"Grus antigone","Sarus Crane",1.83,225,2,5250,567.33,273.7,147.67,218.3,"Female"
63,2775,"Grus rubicunda","Brolga",1.84,181,2,5663,552,280.1,147.8,212.1,"Female"
63,2777,"Grus canadensis","Sandhill Crane",1.94,152,2,4110,NA,217,114.1,159,"Female"
63,2778,"Grus virgo","Demoiselle Crane",NA,128,NA,2042.5,467,176,64.2,NA,"Female"
63,2779,"Grus paradisea","Blue Crane",NA,185,NA,NA,NA,NA,NA,NA,"Female"
63,2780,"Grus carunculatus","Wattled Crane",NA,240,NA,NA,634.1,309.8,NA,NA,"Female"
63,2781,"Grus grus","Common Crane",2,195,2,4500,557,238,102,200,"Female"
63,2783,"Grus americana","Whooping Crane",1.94,209,NA,NA,597.9,281.4,136.7,NA,"Female"
69,2805,"Himantornis haematopus","Nkulengu Rail",3,38.5,NA,390,212,75,NA,80,"Female"
69,2806,"Canirallus oculeus","Grey-throated Rail",NA,24.5,NA,NA,173,52,37,65,"Female"
69,2836,"Gallirallus sylvestris","Lord Howe Rail",2.5,29,2,456,145,45.2,47,60.6,"Female"
69,2909,"Eulabeornis castaneoventris","Chestnut Rail",4.5,40.7,NA,NA,214.6,69.4,54.7,124.3,"Female"
69,2913,"Porphyrio porphyrio","Purple Swamphen",4,41.5,2,724,259,94.4,40.9,92.9,"Female"
69,2915,"Porphyrio mantelli","Takahe",1.7,93,2,2268,228.7,91.7,79.4,116,"Female"
69,2922,"Gallinula chloropus","Common Moorhen",7,22.3,2,338,176,47.6,24.5,74.1,"Female"
69,2923,"Gallinula tenebrosa","Dusky Moorhen",8.01,34,2,493,199.6,60.2,43.1,NA,"Female"
69,2926,"Gallinula ventralis","Black-tailed Native-hen",5.9,24,NA,364,210.2,56.5,29.2,80.1,"Female"
69,2927,"Gallinula mortierii","Tasmanian Native-hen",6.36,45,2,1251,198.1,81.1,39.3,93.7,"Female"
69,2928,"Fulica cristata","Red-knobbed Coot",6,41,NA,900,217,66,31,58.7,"Female"
69,2929,"Fulica atra","Common Coot",8,36.5,NA,715,205,56.8,27.6,53.4,"Female"
69,2930,"Fulica alai","Hawaiian Coot",5,28,NA,NA,166.2,53.5,48.4,NA,"Female"
69,2931,"Fulica americana","American Coot",7.5,28.9,NA,451,187.9,58.4,NA,51.4,"Female"
71,2942,"Syrrhaptes tibetanus","Tibetan Sandgrouse",NA,27.5,NA,NA,257,NA,NA,NA,"Female"
71,2944,"Pterocles alchata","Pin-tailed Sandgrouse",2.96,25,NA,225,205,26,13.8,138,"Female"
71,2948,"Pterocles gutturalis","Yellow-throated Sandgrouse",3,30,NA,336,213,29.2,14.9,81.1,"Female"
71,2949,"Pterocles orientalis","Black-bellied Sandgrouse",2.76,28,NA,383,228,31,13.4,91.3,"Female"
74,2963,"Scolopax rusticola","Eurasian Woodcock",3.84,24.5,NA,313,200,37.1,73.5,83,"Female"
74,2974,"Gallinago media","Great Snipe",4,23.2,NA,175,146,37.3,64.7,52.9,"Female"
74,2987,"Coenocorypha aucklandica","Subantarctic Snipe",2.02,23.7,3,116.1,109.2,25.8,60.9,NA,"Female"
74,2988,"Limosa limosa","Black-tailed Godwit",3.86,39,2,315,218,81.2,107,70.1,"Female"
74,2989,"Limosa haemastica","Hudsonian Godwit",3.88,37.5,2,289,217.4,58,89.5,77.5,"Female"
74,2990,"Limosa lapponica","Bar-tailed Godwit",3.72,37,2,354,223,55.5,97.7,76.5,"Female"
74,2991,"Limosa fedoa","Marbled Godwit",3.95,44.5,2,421,239.9,75.3,114.6,88,"Female"
74,2994,"Numenius phaeopus","Whimbrel",3.7,50,2,398,251,60.9,86.9,89,"Female"
74,2995,"Numenius tahitiensis","Bristle-thighed Curlew",3.85,54.8,NA,489,245,56.5,77.2,97,"Female"
74,2997,"Numenius arquata","Eurasian Curlew",3.83,76,NA,788,310,83,137,113,"Female"
74,2998,"Numenius americanus","Long-billed Curlew",3.91,73,NA,758.6,291.3,86.9,184,121.5,"Female"
74,3000,"Bartramia longicauda","Upland Sandpiper",3.99,23.5,NA,157,170,48.1,28.8,81,"Female"
74,3001,"Tringa erythropus","Spotted Redshank",4,24.5,NA,161,170,57.9,59.8,65,"Female"
74,3002,"Tringa totanus","Common Redshank",3.92,22.3,NA,135,161,49.7,42.7,61.6,"Female"
74,3004,"Tringa nebularia","Common Greenshank",3.91,30.5,NA,175,193,60.8,57,73.2,"Female"
74,3006,"Tringa melanoleuca","Greater Yellowlegs",3.7,27.9,2,176,199,62.6,56.7,74.1,"Female"
74,3016,"Catoptrophorus semipalmatus","Willet",3.89,39.5,NA,301.4,213.5,68.3,64.1,80.9,"Female"
74,3025,"Calidris tenuirostris","Great Knot",NA,22,NA,174,192,35.5,43.8,65.8,"Female"
77,3061,"Chionis alba","Snowy Sheathbill",2.38,45.5,2,638,242,42.9,32,124,"Female"
77,3062,"Chionis minor","Black-faced Sheathbill",2.09,43.1,2,551,231,45.6,NA,107,"Female"
79,3064,"Burhinus oedicnemus","Eurasian Thick-knee",1.9,42,NA,449,240,NA,39.3,118,"Female"
79,3065,"Burhinus senegalensis","Senegal Thick-knee",2,32,NA,NA,221,70.3,46.8,110,"Female"
79,3070,"Burhinus grallarius","Bush Thick-knee",1.86,41.8,2,625.3,272,130.9,48.7,NA,"Female"
80,3073,"Haematopus ostralegus","Eurasian Oystercatcher",2.77,46.7,2,536,255,51.5,78.4,105,"Female"
80,3075,"Haematopus moquini","African Oystercatcher",3.88,55.8,NA,730,279,57.8,71.6,76,"Female"
80,3076,"Haematopus finschi","South Island Oystercatcher",2.33,44.2,2,554,260,48.9,92.3,100,"Female"
80,3077,"Haematopus bachmani","Black Oystercatcher",2.48,45.2,2,NA,247.5,53.1,73.6,NA,"Female"
80,3078,"Haematopus palliatus","American Oystercatcher",2.45,44.9,2,NA,259.5,58.6,92.3,104,"Female"
80,3079,"Haematopus longirostris","Pied Oystercatcher",2.08,49,2,626.3,280.9,58.9,84.8,111,"Female"
80,3080,"Haematopus unicolor","Variable Oystercatcher",2.4,48.2,2,734,279,56.4,91.8,106,"Female"
80,3081,"Haematopus fuliginosus","Sooty Oystercatcher",1.8,69.5,2,778.5,289.9,55.2,81.4,117.7,"Female"
80,3084,"Ibidorhyncha struthersii","Ibisbill",NA,37,NA,NA,255,NA,74,NA,"Female"
80,3091,"Recurvirostra avosetta","Pied Avocet",3.89,31.7,NA,NA,225,82.4,78.3,83.2,"Female"
80,3092,"Recurvirostra americana","American Avocet",3.78,28.7,NA,309.8,217.7,90.3,88.8,NA,"Female"
80,3095,"Pluvialis apricaria","Eurasian Golden-Plover",3.85,32.8,2,176,190,40.2,21.6,72.6,"Female"
80,3097,"Pluvialis dominica","American Golden-Plover",3.93,26,2,146,182,43.1,23.3,64.4,"Female"
80,3098,"Pluvialis squatarola","Grey Plover",3.96,34.2,2,NA,199,47,29,72.7,"Female"
80,3137,"Vanellus vanellus","Northern Lapwing",3.85,25.5,NA,226,224,47,23.9,101,"Female"
80,3142,"Vanellus miles","Masked Lapwing",3.62,32,2,252.8,223.2,76.9,35.2,92.5,"Female"
80,3151,"Vanellus senegallus","Wattled Lapwing",2.5,23.3,NA,NA,237,86.6,33.9,93.6,"Female"
80,3156,"Vanellus gregarius","Sociable Lapwing",NA,26.5,NA,200,204,59.2,28.7,81.9,"Female"
80,3159,"Vanellus chilensis","Southern Lapwing",NA,27.8,NA,NA,230.1,74,NA,NA,"Female"
81,3161,"Dromas ardeola","Crab Plover",1,45,NA,NA,215,93.8,56.8,68.1,"Female"
82,3179,"Catharacta skua","Great Skua",2,111.7,NA,1935,420.6,77.1,55.3,NA,"Female"
82,3183,"Catharacta maccormicki","South Polar Skua",1.8,89.4,2,1421,415,64.8,50.9,148.9,"Female"
82,3184,"Stercorarius pomarinus","Pomarine Jaeger",1.96,66,2,740,373,55.1,40.9,179,"Female"
82,3186,"Stercorarius longicaudus","Long-tailed Jaeger",1.77,39.2,2,307.2,284,42.5,NA,111,"Female"
82,3187,"Rynchops niger","Black Skimmer",3.5,26.9,NA,254,342,30.7,56.4,108,"Female"
82,3191,"Larus pacificus","Pacific Gull",2.2,98.4,2,1077,436.7,69.4,53.8,NA,"Female"
82,3196,"Larus heermanni","Heermann's Gull",1.52,58.6,NA,NA,337.7,NA,NA,138.2,"Female"
82,3199,"Larus canus","Mew Gull",2.8,51,2,360,341,47.7,31.1,129,"Female"
82,3200,"Larus audouinii","Audouin's Gull",2.49,67,NA,NA,393,55.8,44.5,144,"Female"
82,3201,"Larus delawarensis","Ring-billed Gull",2.88,58.6,3,471,368,53.8,37.2,131,"Female"
82,3204,"Larus dominicanus","Kelp Gull",2.35,84.2,2,935.3,414,65.1,52.5,154.3,"Female"
82,3205,"Larus glaucescens","Glaucous-winged Gull",2.7,95.7,2,946.1,392,67,57,174.2,"Female"
82,3207,"Larus livens","Yellow-footed Gull",2.63,99.66,NA,NA,414.4,65.8,19.46,NA,"Female"
82,3208,"Larus hyperboreus","Glaucous Gull",2.57,112.4,NA,1249,456,68.8,58.2,190,"Female"
82,3210,"Larus argentatus","Herring Gull",2.6,87.5,2,813,404,60.5,48.9,169,"Female"
82,3215,"Larus ichthyaetus","Great Black-headed Gull",2.11,112,NA,1143,472,71.6,55.8,181,"Female"
82,3219,"Larus novaehollandiae","Silver Gull",2.05,40.2,2,264,288,46.6,34.4,NA,"Female"
82,3232,"Larus pipixcan","Franklin's Gull",2.5,35.8,NA,279,284,41.6,29.5,97,"Female"
82,3239,"Rissa brevirostris","Red-legged Kittiwake",NA,49.4,NA,382,NA,NA,NA,NA,"Female"
82,3241,"Sterna caspia","Caspian Tern",2.35,65,NA,588,412,44.4,67.8,132,"Female"
82,3244,"Sterna elegans","Elegant Tern",1.03,36.48,NA,NA,312.7,NA,60.8,159.6,"Female"
82,3248,"Sterna sandvicensis","Sandwich Tern",1.21,35,NA,NA,304,NA,NA,73.2,"Female"
82,3271,"Sterna fuscata","Sooty Tern",1,40.2,2,NA,287,NA,NA,201.5,"Female"
82,3278,"Anous minutus","Black Noddy",1,25.1,2,97.5,221.2,21.2,41.3,115.3,"Female"
82,3284,"Alle alle","Dovekie",1,28,2,151,120.7,20.2,15.5,40.7,"Female"
82,3285,"Uria aalge","Common Murre",1,108,2,985,209,37.9,43.2,46.6,"Female"
82,3286,"Uria lomvia","Thick-billed Murre",1,98.5,2,928,223,36.4,13.6,47.8,"Female"
82,3289,"Cepphus grylle","Black Guillemot",1.83,50,2,386,165,31.7,33.2,48.9,"Female"
82,3292,"Brachyramphus marmoratus","Marbled Murrelet",1,59.8,NA,222.7,132.6,15.9,15.3,30.5,"Female"
82,3294,"Synthliboramphus hypoleucus","Xantus's Murrelet",1.8,37.2,NA,173.2,122.5,24.9,18,NA,"Female"
82,3299,"Cyclorrhynchus psittacula","Parakeet Auklet",NA,53.8,NA,285.7,145.2,30.3,15.6,NA,"Female"
82,3300,"Aethia cristatella","Crested Auklet",1,54.2,NA,251.4,140.3,28.4,11.8,35.8,"Female"
82,3303,"Cerorhinca monocerata","Rhinoceros Auklet",1,77.7,NA,456,177.7,32.5,18.5,NA,"Female"
82,3304,"Fratercula arctica","Atlantic Puffin",1,60,2,361,162,25.6,43.1,48.8,"Female"
82,3305,"Fratercula corniculata","Horned Puffin",1,75.9,2,NA,NA,NA,NA,NA,"Female"
82,3306,"Fratercula cirrhata","Tufted Puffin",1,87.9,NA,743.7,200.9,NA,57.5,NA,"Female"
83,3307,"Pandion haliaetus","Osprey",2.5,72,2,1627,495,NA,NA,216,"Female"
83,3308,"Aviceda cuculoides","African Baza",2,32.5,NA,NA,293,NA,NA,NA,"Female"
83,3311,"Aviceda subcristata","Pacific Baza",2.5,29,2,347,343,NA,NA,211,"Female"
83,3315,"Chondrohierax uncinatus","Hook-billed Kite",NA,48.8,NA,274.5,289,NA,NA,NA,"Female"
83,3318,"Pernis apivorus","European Honey-buzzard",2,49,NA,791,415,NA,NA,259,"Female"
83,3323,"Elanoides forficatus","Swallow-tailed Kite",2.07,36.5,NA,612,440,NA,NA,356,"Female"
83,3328,"Elanus leucurus","White-tailed Kite",4.1,23.5,NA,328.5,318.15,NA,NA,NA,"Female"
83,3329,"Elanus scriptus","Letter-winged Kite",3.37,26,2,343,307,NA,NA,148,"Female"
83,3331,"Rostrhamus sociabilis","Snail Kite",2.8,32,NA,446,361,NA,NA,175,"Female"
83,3335,"Ictinia mississippiensis","Mississippi Kite",2,27,NA,311,309.5,NA,NA,163,"Female"
83,3336,"Ictinia plumbea","Plumbeous Kite",NA,27,NA,255,302,NA,NA,NA,"Female"
83,3337,"Milvus milvus","Red Kite",2,63,NA,1231.8,503,NA,NA,343,"Female"
83,3338,"Milvus migrans","Black Kite",2.5,56,2,850,464,NA,NA,268,"Female"
83,3340,"Haliastur sphenurus","Whistling Kite",2,56.5,2,840,NA,NA,NA,267,"Female"
83,3342,"Haliaeetus leucogaster","White-bellied Fish-Eagle",2,117,2,3330,599,NA,NA,NA,"Female"
83,3344,"Haliaeetus vocifer","African Fish-Eagle",1.93,120,NA,NA,587,NA,NA,226,"Female"
83,3346,"Haliaeetus leucoryphus","Pallas's Sea-Eagle",NA,117,NA,3088,599,NA,NA,286,"Female"
83,3347,"Haliaeetus albicilla","White-tailed Eagle",2,142,NA,5572,668,NA,NA,305,"Female"
83,3348,"Haliaeetus leucocephalus","Bald Eagle",2,117,NA,5350,599.6,NA,NA,304,"Female"
83,3352,"Gypohierax angolensis","Palm-nut Vulture",1,107,NA,1712,NA,NA,NA,NA,"Female"
83,3353,"Gypaetus barbatus","Lammergeier",1.5,224,2,6175,794,NA,NA,489,"Female"
83,3354,"Neophron percnopterus","Egyptian Vulture",2,94,NA,2026,501.24,NA,NA,255,"Female"
83,3355,"Necrosyrtes monachus","Hooded Vulture",1,120,NA,NA,484,82.5,NA,219,"Female"
83,3356,"Gyps africanus","White-backed Vulture",1,214,NA,NA,NA,NA,NA,NA,"Female"
83,3359,"Gyps rueppellii","Rueppell's Griffon",1,225,NA,NA,NA,NA,NA,NA,"Female"
83,3361,"Gyps fulvus","Eurasian Griffon",1,252,NA,8525,752,NA,NA,304,"Female"
83,3362,"Gyps coprotheres","Cape Griffon",1,240,NA,NA,NA,NA,NA,NA,"Female"
83,3363,"Aegypius monachus","Cinereous Vulture",1,243,NA,10000,798,NA,NA,381,"Female"
83,3364,"Torgos tracheliotus","Lappet-faced Vulture",1,238,NA,6800,782,140,NA,350,"Female"
83,3365,"Trigonoceps occipitalis","White-headed Vulture",NA,196,NA,NA,NA,NA,NA,NA,"Female"
83,3367,"Circaetus gallicus","Short-toed Snake-Eagle",1,136,NA,1735,535,NA,NA,NA,"Female"
83,3369,"Circaetus cinereus","Brown Snake-Eagle",1,139,NA,NA,NA,NA,NA,NA,"Female"
83,3372,"Terathopius ecaudatus","Bateleur",NA,168,NA,NA,539,74,NA,109,"Female"
83,3381,"Circus aeruginosus","Western Marsh-Harrier",4.5,40,2,669,413,NA,NA,239,"Female"
83,3382,"Circus ranivorus","African Marsh-Harrier",3.63,33,NA,NA,375,NA,NA,NA,"Female"
83,3384,"Circus approximans","Swamp Harrier",3.77,40,3,870,427,NA,NA,249,"Female"
83,3387,"Circus assimilis","Spotted Harrier",3.1,42,2,671,453,NA,NA,NA,"Female"
83,3388,"Circus maurus","Black Harrier",3.47,33,NA,NA,366.5,NA,NA,NA,"Female"
83,3389,"Circus cyaneus","Northern Harrier",4.5,31,NA,527,376,NA,NA,243,"Female"
83,3391,"Circus macrourus","Pallid Harrier",4.5,28,NA,445,371,NA,NA,236,"Female"
83,3393,"Circus pygargus","Montagu's Harrier",4.5,24,NA,345,372,NA,NA,225,"Female"
83,3396,"Kaupifalco monogrammicus","Lizard Buzzard",1.95,32,NA,310,231,54,NA,148,"Female"
83,3397,"Melierax metabates","Dark Chanting-Goshawk",1,50,NA,846.5,315,NA,NA,219,"Female"
83,3405,"Accipiter tachiro","African Goshawk",2.4,34,NA,370,247,NA,NA,NA,"Female"
83,3413,"Accipiter novaehollandiae","Grey Goshawk",2.45,40.5,2,720,308,NA,NA,NA,"Female"
83,3414,"Accipiter fasciatus","Brown Goshawk",3.02,32.5,2,549,302,NA,NA,237,"Female"
83,3437,"Accipiter nisus","Eurasian Sparrowhawk",5,22.5,2,290,236.6,NA,NA,180,"Female"
83,3438,"Accipiter rufiventris","Rufous-chested Sparrowhawk",2.93,23,NA,NA,235,NA,NA,187.5,"Female"
83,3443,"Accipiter cooperii","Cooper's Hawk",3.8,40,NA,140,182.5,NA,NA,NA,"Female"
83,3446,"Accipiter melanoleucus","Black Goshawk",2.8,52,NA,865,337.5,NA,NA,NA,"Female"
83,3448,"Accipiter gentilis","Northern Goshawk",3.5,67,2,1140,354,NA,NA,256,"Female"
83,3454,"Butastur rufipennis","Grasshopper Buzzard",2,34,NA,344,307,59,NA,177,"Female"
83,3469,"Buteogallus aequinoctialis","Rufous Crab-Hawk",NA,60,NA,796,325.2,NA,NA,NA,"Female"
83,3470,"Buteogallus anthracinus","Common Black-Hawk",1.8,65,NA,1199,377,NA,NA,222.3,"Female"
83,3473,"Buteogallus meridionalis","Savanna Hawk",NA,74,NA,845.8,398.5,NA,NA,NA,"Female"
83,3474,"Parabuteo unicinctus","Harris's Hawk",2.84,50,NA,997.7,360.9,NA,NA,244.3,"Female"
83,3480,"Asturina nitida","Grey-lined Hawk",NA,43.2,2,554,NA,NA,NA,NA,"Female"
83,3481,"Buteo magnirostris","Roadside Hawk",NA,37,2,360.7,264.3,NA,NA,NA,"Female"
83,3482,"Buteo lineatus","Red-shouldered Hawk",3.12,57,NA,701,342.9,NA,NA,NA,"Female"
83,3484,"Buteo platypterus","Broad-winged Hawk",2.39,42,2,440,285,NA,NA,171,"Female"
83,3488,"Buteo swainsoni","Swainson's Hawk",2.44,61,NA,1109,404.6,NA,NA,214.6,"Female"
83,3495,"Buteo jamaicensis","Red-tailed Hawk",2.24,64,2,1224,388.8,NA,NA,230.1,"Female"
83,3497,"Buteo buteo","Common Buzzard",3,60,2,966.5,398,NA,NA,215,"Female"
83,3500,"Buteo rufinus","Long-legged Buzzard",3.5,73,NA,1314,466,NA,NA,241,"Female"
83,3502,"Buteo regalis","Ferruginous Hawk",3.75,80,NA,1776,457,NA,NA,NA,"Female"
83,3503,"Buteo lagopus","Rough-legged Hawk",3.5,60,2,1027,442,NA,NA,226,"Female"
83,3505,"Buteo augur","Augur Buzzard",NA,54,NA,760,367,NA,NA,NA,"Female"
83,3507,"Buteo rufofuscus","Jackal Buzzard",1.99,74,NA,NA,432,NA,NA,NA,"Female"
83,3513,"Aquila pomarina","Lesser Spotted Eagle",2,88,NA,1693.3,483,NA,NA,232,"Female"
83,3514,"Aquila clanga","Greater Spotted Eagle",2,110,NA,2108,525,NA,NA,255,"Female"
83,3515,"Aquila rapax","Tawny Eagle",2,118,NA,2155,531,NA,NA,269,"Female"
83,3516,"Aquila nipalensis","Steppe Eagle",NA,117,NA,2987,567,NA,NA,NA,"Female"
83,3518,"Aquila heliaca","Imperial Eagle",2.5,132,NA,3901,622,NA,NA,297,"Female"
83,3520,"Aquila chrysaetos","Golden Eagle",2,142,2,5194,685,NA,NA,341,"Female"
83,3521,"Aquila audax","Wedge-tailed Eagle",2,143,2,3810,640.1,NA,NA,NA,"Female"
83,3522,"Aquila verreauxii","Verreaux's Eagle",2,158,NA,4642,636,NA,NA,301.3,"Female"
83,3523,"Aquila wahlbergi","Wahlberg's Eagle",1,73,NA,NA,440,NA,NA,242.5,"Female"
83,3524,"Hieraaetus fasciatus","Bonelli's Eagle",2,112,2,2545.6,492.2,NA,NA,271,"Female"
83,3526,"Hieraaetus pennatus","Booted Eagle",2,62,NA,975,393,NA,NA,211.2,"Female"
83,3527,"Hieraaetus morphnoides","Little Eagle",1.65,62,2,949,387,NA,NA,213,"Female"
83,3530,"Polemaetus bellicosus","Martial Eagle",1,182,NA,NA,640,122,NA,300,"Female"
83,3532,"Lophaetus occipitalis","Long-crested Eagle",1.56,75,NA,1445,389,NA,NA,137.5,"Female"
83,3543,"Stephanoaetus coronatus","Crowned Hawk-Eagle",1.62,112,NA,3514,512.5,NA,NA,347.5,"Female"
84,3545,"Sagittarius serpentarius","Secretarybird",1.96,130,NA,3405,655,NA,NA,647.5,"Female"
85,3553,"Polyborus plancus","Crested Caracara",NA,76,NA,1219,391,NA,NA,NA,"Female"
85,3554,"Milvago chimachima","Yellow-headed Caracara",NA,28,NA,335,291,NA,NA,NA,"Female"
85,3556,"Herpetotheres cachinnans","Laughing Falcon",NA,65,NA,715,267,NA,NA,NA,"Female"
